"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4104524","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320422","","186.62","1","2134047","428419715","455108","WGS","GENOMIC","RANDOM"
"SRX4104523","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320421","","185.53","1","2191210","415949490","455108","WGS","GENOMIC","RANDOM"
"SRX4104522","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320420","","154.05","1","1968137","394764882","455108","WGS","GENOMIC","RANDOM"
"SRX4104521","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320419","","172.8","1","2000958","397421150","455108","WGS","GENOMIC","RANDOM"
"SRX4104520","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320418","","156.57","1","1738977","348355358","455108","WGS","GENOMIC","RANDOM"
"SRX4104519","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320417","","170.84","1","1899887","379065376","455108","WGS","GENOMIC","RANDOM"
"SRX4104518","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320416","","173.62","1","1964467","390506254","455108","WGS","GENOMIC","RANDOM"
"SRX4104517","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320415","","157.86","1","1751917","349230141","455108","WGS","GENOMIC","RANDOM"
"SRX4104516","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320414","","143.59","1","1826674","331224504","455108","WGS","GENOMIC","RANDOM"
"SRX4104515","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320412","","162.1","1","1849652","370440549","455108","WGS","GENOMIC","RANDOM"
"SRX4104514","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320413","","142.78","1","1695131","335738758","455108","WGS","GENOMIC","RANDOM"
"SRX4104513","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320411","","171.87","1","1738019","336926657","455108","WGS","GENOMIC","RANDOM"
"SRX4104512","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320410","","153.73","1","2096625","362837228","455108","WGS","GENOMIC","RANDOM"
"SRX4104511","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320408","","148.9","1","1726713","341957617","455108","WGS","GENOMIC","RANDOM"
"SRX4104510","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320409","","138.24","1","1522792","300362431","455108","WGS","GENOMIC","RANDOM"
"SRX4104509","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320407","","149.19","1","1800370","356662100","455108","WGS","GENOMIC","RANDOM"
"SRX4104508","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320406","","139.16","1","1572183","310239629","455108","WGS","GENOMIC","RANDOM"
"SRX4104507","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320405","","157.65","1","1904586","374326568","455108","WGS","GENOMIC","RANDOM"
"SRX4104506","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320404","","142.04","1","1828167","366695937","455108","WGS","GENOMIC","RANDOM"
"SRX4104505","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320403","","159.3","1","1747829","347720392","455108","WGS","GENOMIC","RANDOM"
"SRX4104504","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320402","","140.42","1","1432433","284001548","455108","WGS","GENOMIC","RANDOM"
"SRX4104503","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320401","","166.71","1","1793894","359635355","455108","WGS","GENOMIC","RANDOM"
"SRX4104502","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320400","","146.01","1","1767310","319661499","455108","WGS","GENOMIC","RANDOM"
"SRX4104501","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320399","","152.05","1","1764587","338447342","455108","WGS","GENOMIC","RANDOM"
"SRX4104500","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320398","","156.09","1","1549895","307894840","455108","WGS","GENOMIC","RANDOM"
"SRX4104499","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320397","","111.92","1","1307479","259982390","455108","WGS","GENOMIC","RANDOM"
"SRX4104498","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320396","","138.55","1","1549135","307042356","455108","WGS","GENOMIC","RANDOM"
"SRX4104497","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320395","","115.21","1","1390060","278012000","455108","WGS","GENOMIC","RANDOM"
"SRX4104496","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320394","","118","1","1461647","290490061","455108","WGS","GENOMIC","RANDOM"
"SRX4104495","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320393","","116.24","1","1383393","267149488","455108","WGS","GENOMIC","RANDOM"
"SRX4104494","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320392","","110.9","1","1379374","254550957","455108","WGS","GENOMIC","RANDOM"
"SRX4104493","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320390","","114.68","1","1468856","294873964","455108","WGS","GENOMIC","RANDOM"
"SRX4104492","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320391","","140.82","1","1536209","296075129","455108","WGS","GENOMIC","RANDOM"
"SRX4104491","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320389","","134.39","1","1490612","298349155","455108","WGS","GENOMIC","RANDOM"
"SRX4104490","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320388","","111.38","1","1377722","275072459","455108","WGS","GENOMIC","RANDOM"
"SRX4104489","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320387","","117.24","1","1273314","254988648","455108","WGS","GENOMIC","RANDOM"
"SRX4104487","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320385","","101.65","1","1147673","223052192","455108","WGS","GENOMIC","RANDOM"
"SRX4104486","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320384","","84.43","1","972250","195039239","455108","WGS","GENOMIC","RANDOM"
"SRX4104485","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320383","","96.79","1","1241167","240005172","455108","WGS","GENOMIC","RANDOM"
"SRX4104484","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320382","","114.38","1","1256031","242210193","455108","WGS","GENOMIC","RANDOM"
"SRX4104483","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320381","","109.42","1","1168541","233710057","455108","WGS","GENOMIC","RANDOM"
"SRX4104482","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320378","","106.82","1","1405071","264473763","455108","WGS","GENOMIC","RANDOM"
"SRX4104481","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320380","","85.5","1","1017360","199659300","455108","WGS","GENOMIC","RANDOM"
"SRX4104480","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320379","","98.65","1","1087485","217120111","455108","WGS","GENOMIC","RANDOM"
"SRX4104479","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320377","","105.09","1","1138810","228509206","455108","WGS","GENOMIC","RANDOM"
"SRX4104478","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320376","","100.72","1","1063521","213154430","455108","WGS","GENOMIC","RANDOM"
"SRX4104477","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320373","","77.34","1","948459","189493994","455108","WGS","GENOMIC","RANDOM"
"SRX4104476","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320372","","88.6","1","1087795","217291007","455108","WGS","GENOMIC","RANDOM"
"SRX4104258","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320155","","66.32","1","795950","158949943","455108","WGS","GENOMIC","RANDOM"
"SRX4104257","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320173","","78.25","1","936708","187353232","455108","WGS","GENOMIC","RANDOM"
"SRX4104256","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320154","","86.46","1","1125814","220380059","455108","WGS","GENOMIC","RANDOM"
"SRX4104255","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3320153","","73.34","1","850621","169965112","455108","WGS","GENOMIC","RANDOM"
"SRX4103955","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319890","","297.45","1","3569821","676192059","455108","WGS","GENOMIC","RANDOM"
"SRX4103858","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319794","","250.43","1","2680821","536930495","455108","WGS","GENOMIC","RANDOM"
"SRX4103853","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319788","","415.67","1","5072821","1016537749","455108","WGS","GENOMIC","RANDOM"
"SRX4103852","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319787","","256.58","1","2811681","555727241","455108","WGS","GENOMIC","RANDOM"
"SRX4103848","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319783","","217.59","1","2337536","466668135","455108","WGS","GENOMIC","RANDOM"
"SRX4103840","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319775","","182.2","1","2152925","430506969","455108","WGS","GENOMIC","RANDOM"
"SRX4103832","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319768","","198.8","1","2140726","421937378","455108","WGS","GENOMIC","RANDOM"
"SRX4103830","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319764","","209.18","1","2241901","447076910","455108","WGS","GENOMIC","RANDOM"
"SRX4103829","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319765","","232.43","1","2780959","550588106","455108","WGS","GENOMIC","RANDOM"
"SRX4103827","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319760","","156.53","1","1890607","366878590","455108","WGS","GENOMIC","RANDOM"
"SRX4103826","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319759","","168.59","1","1625202","318438791","455108","WGS","GENOMIC","RANDOM"
"SRX4103825","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319758","","224.11","1","2629339","515866006","455108","WGS","GENOMIC","RANDOM"
"SRX4103823","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319756","","189.82","1","2119985","425112511","455108","WGS","GENOMIC","RANDOM"
"SRX4103822","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3319755","","167.76","1","2130071","426768995","455108","WGS","GENOMIC","RANDOM"
