Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX3199844,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526849,NA,156.46,1,1899444,377699781,405959,WGS,GENOMIC,RANDOM
SRX3199843,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526848,NA,109.24,1,1298171,259350519,404755,WGS,GENOMIC,RANDOM
SRX3199836,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526845,NA,137.96,1,1708075,333997964,399754,WGS,GENOMIC,RANDOM
SRX3199835,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526844,NA,76.87,1,962900,192243583,397402,WGS,GENOMIC,RANDOM
SRX3199834,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526843,NA,69.75,1,964483,191839840,400375,WGS,GENOMIC,RANDOM
SRX3199833,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526842,NA,183.92,1,2310037,424467659,367308,WGS,GENOMIC,RANDOM
SRX3199832,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526840,NA,219.99,1,2933573,518673125,383835,WGS,GENOMIC,RANDOM
SRX3199831,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526841,NA,194.23,1,2237152,433850347,394890,WGS,GENOMIC,RANDOM
SRX3199830,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526839,NA,129.99,1,1480590,291788782,381719,WGS,GENOMIC,RANDOM
SRX3199829,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526838,NA,187.5,1,2218628,429373094,367311,WGS,GENOMIC,RANDOM
SRX3199828,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526837,NA,100.16,1,1216871,242017603,387221,WGS,GENOMIC,RANDOM
SRX3199827,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526836,NA,164.91,1,1893092,375348152,392913,WGS,GENOMIC,RANDOM
SRX3199826,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526834,NA,91.66,1,1153673,230446987,397406,WGS,GENOMIC,RANDOM
SRX3199825,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526835,NA,147.04,1,1707535,326452450,365423,WGS,GENOMIC,RANDOM
SRX3199824,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526833,NA,90.19,1,1168568,231654249,389646,WGS,GENOMIC,RANDOM
SRX3199823,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526831,NA,200.74,1,2259757,439985556,379374,WGS,GENOMIC,RANDOM
SRX3199822,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526832,NA,107.08,1,1221391,244277506,408576,WGS,GENOMIC,RANDOM
SRX3199821,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526829,NA,161.91,1,1743643,343836563,377203,WGS,GENOMIC,RANDOM
SRX3199820,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526830,NA,257.34,1,3196113,594252955,367242,WGS,GENOMIC,RANDOM
SRX3199819,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526828,NA,107.13,1,1216387,243788060,410816,WGS,GENOMIC,RANDOM
SRX3199818,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526827,NA,130.05,1,1525402,304475617,385765,WGS,GENOMIC,RANDOM
SRX3199817,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526826,NA,195.43,1,2194469,428757512,352790,WGS,GENOMIC,RANDOM
SRX3199816,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526825,NA,172.6,1,2156377,429929064,401721,WGS,GENOMIC,RANDOM
SRX3199815,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526824,NA,80.53,1,1013863,202945898,387274,WGS,GENOMIC,RANDOM
SRX3199814,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526823,NA,170.35,1,2089228,410623258,399285,WGS,GENOMIC,RANDOM
SRX3199813,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526822,NA,124.36,1,1492963,297868584,404701,WGS,GENOMIC,RANDOM
SRX3199812,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526821,NA,205.2,1,2361488,459612542,369866,WGS,GENOMIC,RANDOM
SRX3199811,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526820,NA,79.43,1,950283,190233151,402815,WGS,GENOMIC,RANDOM
SRX3199810,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526819,NA,196.35,1,2186031,433027132,370893,WGS,GENOMIC,RANDOM
SRX3199809,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526818,NA,68.02,1,824504,163508421,388755,WGS,GENOMIC,RANDOM
SRX3199808,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526817,NA,179.38,1,2071356,394493251,365422,WGS,GENOMIC,RANDOM
SRX3199806,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526815,NA,131.52,1,1585043,316435230,405961,WGS,GENOMIC,RANDOM
SRX3199805,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526814,NA,122.29,1,1427511,281540342,399353,WGS,GENOMIC,RANDOM
SRX3199804,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526813,NA,132.41,1,1655342,323942803,399731,WGS,GENOMIC,RANDOM
SRX3199803,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526812,NA,293.91,1,4101487,687334713,383850,WGS,GENOMIC,RANDOM
SRX3199802,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526811,NA,96.82,1,1143268,226808611,404770,WGS,GENOMIC,RANDOM
SRX3199801,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526810,NA,187.55,1,2568185,426866946,383886,WGS,GENOMIC,RANDOM
SRX3199800,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526809,NA,129.78,1,1602333,320084426,401744,WGS,GENOMIC,RANDOM
SRX3199799,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526808,NA,160.89,1,1780414,352997073,379438,WGS,GENOMIC,RANDOM
SRX3199798,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526807,NA,133.18,1,1607405,321066935,404711,WGS,GENOMIC,RANDOM
SRX3199797,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526806,NA,164.26,1,1950182,378537953,369042,WGS,GENOMIC,RANDOM
SRX3199796,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526805,NA,102.78,1,1375054,272809111,397714,WGS,GENOMIC,RANDOM
SRX3199795,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526804,NA,83.18,1,1029547,206011404,397401,WGS,GENOMIC,RANDOM
SRX3199794,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526803,NA,156.45,1,1693230,337868428,404354,WGS,GENOMIC,RANDOM
SRX3199793,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526802,NA,131.11,1,1643891,323007911,399756,WGS,GENOMIC,RANDOM
SRX3199792,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526801,NA,166.14,1,1799542,358771225,404325,WGS,GENOMIC,RANDOM
SRX3199791,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526800,NA,293.01,1,3434213,639468918,382643,WGS,GENOMIC,RANDOM
SRX3199790,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526799,NA,98.05,1,1192276,235677794,388753,WGS,GENOMIC,RANDOM
SRX3199789,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526798,NA,187.48,1,2093607,408086419,372722,WGS,GENOMIC,RANDOM
SRX3199788,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526797,NA,186.4,1,1872665,375559589,408284,WGS,GENOMIC,RANDOM
SRX3199787,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526796,NA,180.02,1,2044068,408441795,408569,WGS,GENOMIC,RANDOM
SRX3199786,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526795,NA,73.61,1,904315,180932001,397405,WGS,GENOMIC,RANDOM
SRX3199785,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526794,NA,152.77,1,1691052,333949363,382627,WGS,GENOMIC,RANDOM
SRX3199784,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526793,NA,134.39,1,1770113,335693588,384974,WGS,GENOMIC,RANDOM
SRX3199783,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526792,NA,130.29,1,1552170,310734371,385802,WGS,GENOMIC,RANDOM
SRX3199782,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526791,NA,154.92,1,1879609,352381142,367508,WGS,GENOMIC,RANDOM
SRX3199781,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526790,NA,162.44,1,1972342,394814436,406687,WGS,GENOMIC,RANDOM
SRX3199780,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526789,NA,124.39,1,1494764,297987519,385764,WGS,GENOMIC,RANDOM
SRX3199779,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526788,NA,85.89,1,1027361,205720968,406599,WGS,GENOMIC,RANDOM
SRX3199778,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526787,NA,123.22,1,1481059,295482802,385772,WGS,GENOMIC,RANDOM
SRX3199777,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526786,NA,176.2,1,2171652,409678249,376131,WGS,GENOMIC,RANDOM
SRX3199776,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526784,NA,225.84,1,2546926,509109185,393859,WGS,GENOMIC,RANDOM
SRX3199775,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526785,NA,202.68,1,2383365,463026351,367273,WGS,GENOMIC,RANDOM
SRX3199774,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526783,NA,204.87,1,2770126,464961650,383887,WGS,GENOMIC,RANDOM
SRX3199773,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526782,NA,131.76,1,1569208,311261129,410859,WGS,GENOMIC,RANDOM
SRX3199772,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526781,NA,104.86,1,1275704,254612791,402840,WGS,GENOMIC,RANDOM
SRX3199771,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526780,NA,168.84,1,1938965,379343843,376287,WGS,GENOMIC,RANDOM
SRX3199770,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526779,NA,201.61,1,2365739,462209335,367252,WGS,GENOMIC,RANDOM
SRX3199769,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526778,NA,291.96,1,3787663,731318605,401770,WGS,GENOMIC,RANDOM
SRX3199768,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526777,NA,186.45,1,2220719,423991549,367278,WGS,GENOMIC,RANDOM
SRX3199767,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526776,NA,173.57,1,1890196,371893495,379340,WGS,GENOMIC,RANDOM
SRX3199766,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526774,NA,144.96,1,1784493,356279545,401742,WGS,GENOMIC,RANDOM
SRX3199764,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526773,NA,130.53,1,1522104,304228562,410904,WGS,GENOMIC,RANDOM
SRX3199763,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526772,NA,196.53,1,2262303,446991136,392896,WGS,GENOMIC,RANDOM
SRX3199762,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526771,NA,126.68,1,1370364,271067094,404352,WGS,GENOMIC,RANDOM
SRX3199761,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526770,NA,200.97,1,2137914,417777788,371935,WGS,GENOMIC,RANDOM
SRX3199760,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526768,NA,73.24,1,1026669,201195393,400240,WGS,GENOMIC,RANDOM
SRX3199758,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526767,NA,162.54,1,2037334,406685347,401722,WGS,GENOMIC,RANDOM
SRX3199757,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526766,NA,97.16,1,1179467,234682416,388806,WGS,GENOMIC,RANDOM
SRX3199756,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526765,NA,201.16,1,2421004,467757618,376127,WGS,GENOMIC,RANDOM
SRX3199755,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526764,NA,139.68,1,1784796,318213772,383888,WGS,GENOMIC,RANDOM
SRX3199754,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526763,NA,205.51,1,2370611,459365608,381723,WGS,GENOMIC,RANDOM
SRX3199753,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526762,NA,153.1,1,1637362,318667240,364576,WGS,GENOMIC,RANDOM
SRX3199752,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526761,NA,135.84,1,1608335,321092499,410862,WGS,GENOMIC,RANDOM
SRX3199751,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526760,NA,101.25,1,1342066,266770914,397649,WGS,GENOMIC,RANDOM
SRX3199750,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526759,NA,101.71,1,1214173,242591412,404761,WGS,GENOMIC,RANDOM
SRX3199749,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526758,NA,283.73,1,3156835,620126077,382635,WGS,GENOMIC,RANDOM
SRX3199748,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526757,NA,160.51,1,1880773,358859767,365356,WGS,GENOMIC,RANDOM
SRX3199747,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526756,NA,192.54,1,2386273,475410382,406677,WGS,GENOMIC,RANDOM
SRX3199746,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526755,NA,180.26,1,2018375,396722146,392876,WGS,GENOMIC,RANDOM
SRX3199745,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526754,NA,147.78,1,1696962,335848075,404947,WGS,GENOMIC,RANDOM
SRX3199744,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526753,NA,209.73,1,2355857,461826459,379437,WGS,GENOMIC,RANDOM
SRX3199743,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526752,NA,179.5,1,2030806,399923311,369859,WGS,GENOMIC,RANDOM
SRX3199742,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526751,NA,226.21,1,2628965,507660930,365340,WGS,GENOMIC,RANDOM
SRX3199741,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526750,NA,197.24,1,2348744,468255630,410817,WGS,GENOMIC,RANDOM
SRX3199740,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526749,NA,105.32,1,1284316,254675930,388754,WGS,GENOMIC,RANDOM
SRX3199739,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS2526748,NA,99.42,1,989871,198094209,396031,WGS,GENOMIC,RANDOM
